;;;;;;;;;;;;;;;;;;;;;;
id;APPROVAL;AUDIT RESULT;SCORE P/N;CERTYFICATE;COLLABORATION;KLIENT;DELIVERY SCHEDULES;ID_SAP;NUMBER OF INTERFERENCE;LOCATION;PPM PERFORMANCE ;ZAKLAD;PSCR;NAME OF THE PART;PART NUMBER;;;;SUPPLIER;PART CLASIFICATION;;
479;100;N/A;94;100;100;STELLANTIS;100;5100017;100;50;100;PSAPT;N/A;POKRYWA DOLNA 225;LS391220;;;;PLASTIFORM A.S.;C;;
480;100;N/A;94;100;100;STELLANTIS;100;5105177;100;50;100;PSAPT;N/A;KOLEK GUMOWY;8,58E+11;;;;PLASTIQUES;C;;
481;100;N/A;98;100;100;STELLANTIS;100;5100379;100;80;100;PSAPT;N/A;PA 80.100L KOL.734;NLS0030605;;;;POLIBLEND;C;;
482;100;N/A;96;80;100;STELLANTIS;100;5100077;100;80;100;PSCPS;N/A;PP 65.40L KOL.808;NLS0060401;;;;POLITEC;C;;
483;100;N/A;96;80;100;STELLANTIS;100;5100077;100;80;100;PSCPS;N/A;PP 50.60L KOL.808;NLS0060201;;;;POLITEC;B;;
484;100;N/A;96;80;100;STELLANTIS;100;5100077;100;80;100;PSAPT;N/A;PP 58.80R KOL.NERO;NLS0061504;;;;POLITEC;B;;
485;100;N/A;96;80;100;STELLANTIS;100;5100077;100;80;100;PSAPT;N/A;PP 70.20L KOL.808;NLS0060701;;;;POLITEC;B;;
486;100;N/A;96;80;100;STELLANTIS;100;5100077;100;80;100;PSAPT;N/A;PP 65.25 KOL.NERO;NLS0060601;;;;POLITEC;B;;
487;100;N/A;96;80;100;STELLANTIS;100;5100077;100;80;100;PSAPT;N/A;0;NLS0061501;;;;POLITEC;B;;
488;100;N/A;96;80;100;STELLANTIS;100;5100077;100;80;100;PSCPS;N/A;PP 50.60L KOL.808;NLS0060201;;;;POLITEC;C;;
489;100;N/A;96;80;100;STELLANTIS;100;5100077;100;80;100;PSCPS;N/A;PP 65.40L KOL.808;NLS0060401;;;;POLITEC;C;;
490;100;N/A;98;100;100;STELLANTIS;100;5105825;100;80;100;PSCPS;N/A;SRODEK CZYSZCZACY POLYSOL 04;MPMR218;;;;POLY.TEC;A;;
491;100;N/A;98;80;100;STELLANTIS;100;5108061;100;100;100;PSAPT;N/A;POM 80.45E KOL.808;160011052;;;;PORO ADDITIVE SP. ZOO;C;;
492;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL 876;LCFB203530;;;;PPG;B;;
493;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;Tranpsarent tixo 2K medio solido;LCFB228070;;;;PPG;B;;
494;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;CLEAR 2K LOW GLOSS;LCFB228090;;;;PPG;B;;
495;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;TRANSPARENT GLOSS 20;LCFB228111;;;;PPG;B;;
496;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL.227/B NOWA PERLA;LCFB238005;;;;PPG;B;;
497;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL 372/A SZARY NEW;LCFB263764;;;;PPG;B;;
498;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL 687/B NIEBIESKI;LCFB238872;;;;PPG;B;;
499;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL.369/B NIEBIESKI METALIK NEW;LCFB238870;;;;PPG;B;;
500;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL.425/C NIEBIESKI NEW;LCFB238871;;;;PPG;B;;
501;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL 268 BIALY;LCFB259074;;;;PPG;B;;
502;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL 689 - AVORIO NEW;LCFB259097;;;;PPG;B;;
503;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL 111 CZERWONY;LCFB259183;;;;PPG;B;;
504;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL.166 MIETOWY;LCFB259388;;;;PPG;B;;
505;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL 149 - MILITARY MATT GREEN;LCFB259394;;;;PPG;B;;
506;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER SZARY KOL 676;LCFB259607;;;;PPG;B;;
507;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOLOR 735/A;LCFB259613;;;;PPG;B;;
508;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;Lakier SZARY QUARZO KOL 695;LCFB263602;;;;PPG;B;;
509;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOLOR 612;LCFB263688;;;;PPG;B;;
510;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL 866 NEW;LCFB265140;;;;PPG;B;;
511;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL 682/B - NIEBIESKI;LCFB265801;;;;PPG;B;;
512;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL 608;LCFB265803;;;;PPG;B;;
513;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL 176 CZERWONY NEW;LCFB269131;;;;PPG;B;;
514;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL 258 - GIALLO MODENA;LCFB269211;;;;PPG;B;;
515;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL 552;LCFB269126;;;;PPG;B;;
516;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL.954 ORO;LCFB263754;;;;PPG;B;;
517;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;KATALIZATOR;LCKA493022;;;;PPG;B;;
518;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;ROZCIENCZALNIK DO EMALI METALIZOWANYCH;LCRO260034;;;;PPG;B;;
519;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;ROZCIENCZALNIK Z OCTANEM ETYLU;LCRO260111;;;;PPG;B;;
520;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL 566 HYPERGREEN;LCFB259395;;;;PPG;B;;
521;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL. 745;LCFB259402;;;;PPG;B;;
522;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL. 601;LCFB259522;;;;PPG;B;;
523;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL. 391;LCFB238853;;;;PPG;B;;
524;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL 003 VERDESMERALDO;LCFB265301;;;;PPG;B;;
525;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL. 270;LCFB265808;;;;PPG;B;;
526;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL 562 NOWY KOD;LCFB269229;;;;PPG;B;;
527;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL.VR494 POWDER PINK;LCFB265141;;;;PPG;B;;
528;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL.421 MATT GREEN;LCFB238356;;;;PPG;B;;
529;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL. 196;LCFB265601;;;;PPG;B;;
530;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL.948/B;LCFB238873;;;;PPG;B;;
531;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;LAKIER KOL 708 GRIGIO QUARZO OPACO;LCFB263759;;;;PPG;B;;
532;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;KOREKTOR 310 OCTAN ETYLU;LCRO367003;;;;PPG;B;;
533;100;100;98;100;100;STELLANTIS;100;5100470;100;80;100;PSCPS;N/A;ROZCIENCZALNIK 560192;LCRO560192;;;;PPG;B;;
534;100;N/A;98;100;100;STELLANTIS;100;5102923;100;80;100;PSAPT;N/A;194 ZAMKNIECIE ZAWORU;LS369451;;;;PRIMA COMP. PALIANO;C;;
535;100;N/A;98;100;100;STELLANTIS;100;5102923;100;80;100;PSAPT;N/A;ZASLEPKA CAPLESS 846;LS372951;;;;PRIMA COMP. PALIANO;C;;
536;100;N/A;100;100;100;STELLANTIS;100;5100111;100;100;100;PSAPT;N/A;obejma zbiornika prawa;51898132;;;;PROCARS;C;;
537;100;N/A;100;100;100;STELLANTIS;100;5100111;100;100;100;PSAPT;N/A;Obejm zbiornika lewa z os?on?;51898133;;;;PROCARS;C;;
538;100;N/A;100;100;100;STELLANTIS;100;5100111;100;100;100;PSAPT;N/A;312 peda? hamulca MT;2588460014;;;;PROCARS;C;;
539;100;N/A;100;100;100;STELLANTIS;100;5100111;100;100;100;PSAPT;N/A;312 peda? hamulca MT Abarth;2588460101;;;;PROCARS;C;;
540;100;N/A;100;100;100;STELLANTIS;100;5100111;100;100;100;PSAPT;N/A;312 peda? hamulca MTA Abarth;2588460103;;;;PROCARS;C;;
541;100;N/A;100;100;100;STELLANTIS;100;5100111;100;100;100;PSAPT;N/A;312 rami?ped. sprz??a z nak?adk?;2588460106;;;;PROCARS;C;;
542;100;N/A;100;100;100;STELLANTIS;100;5100111;100;100;100;PSAPT;N/A;312 peda? hamulca MTA;2588460019;;;;PROCARS;C;;
543;100;N/A;100;100;100;STELLANTIS;100;5100111;100;100;100;PSAPT;N/A;Sworze?rami?peda?u hamulca;258312C020;;;;PROCARS;C;;
544;100;N/A;100;100;100;STELLANTIS;100;5100111;100;100;100;PSAPT;N/A;Sworze?p?ytka peda?u hamulca;258312C021;;;;PROCARS;C;;
545;100;N/A;100;100;100;STELLANTIS;100;5100111;100;100;100;PSAPT;N/A;Sworze?zabezpieczenia peda?u ham;258312C022;;;;PROCARS;C;;
546;100;N/A;100;100;100;STELLANTIS;100;5100111;100;100;100;PSAPT;N/A;Brake Release Lever;51804345;;;;PROCARS;C;;
547;100;N/A;100;100;100;STELLANTIS;100;5100111;100;100;100;PSAPT;N/A;RAMIE PEDALU HAMULCA  GSE N3;51804343;;;;PROCARS;C;;
548;100;N/A;100;100;100;STELLANTIS;100;5100111;100;100;100;PSAPT;N/A;RAMIE PEDALU;2581392011;;;;PROCARS;C;;
549;100;N/A;100;100;100;STELLANTIS;100;5100111;100;100;100;PSAPT;N/A;DZWIGNIA ROZLACZENIA ;2581392012;;;;PROCARS;C;;
550;100;N/A;100;100;100;STELLANTIS;100;5100111;100;100;100;PSCPS;N/A;312 OSLONA METALOWA;LC392530;;;;PROCARS;C;;
551;100;N/A;98;100;100;STELLANTIS;100;15000110;100;80;100;PSAPT;N/A;FOLIA STRETCH - SZER. 200x500mt BLU;LITM011;;;;PROXIMA TAPE;A;;
552;100;N/A;98;100;100;STELLANTIS;100;5100589;100;80;100;PSAPT;N/A;PA 50.400 BLU;N120046002;;;;RADICI NOVACIPS S.p.A.;C;;
553;100;N/A;98;100;100;STELLANTIS;100;5100589;100;80;100;PSAPT;N/A;PA 50.800L KOL.808;NLS0030701;;;;RADICI NOVACIPS S.p.A.;C;;
554;100;N/A;98;100;100;STELLANTIS;100;5100589;100;80;100;PSAPT;N/A;PA 220.110L Autoestinguente KOL.831;NLS0030807;;;;RADICI NOVACIPS S.p.A.;C;;
555;100;N/A;98;100;100;STELLANTIS;100;5100844;100;80;100;PSCPS;N/A;PC+ABS 100.450L KOL.808;NLS0020401;;;;RAVAGO;C;;
556;100;N/A;98;100;100;STELLANTIS;100;5100844;100;80;100;PSAPT;N/A;ABS 90.170LOG KOL.808;NLS0010305;;;;RAVAGO;C;;
557;100;N/A;98;100;100;STELLANTIS;100;5100844;100;80;100;PSAPT;N/A;GP 22 (ABS);NLS8000302;;;;RAVAGO;C;;
558;100;N/A;98;100;100;STELLANTIS;100;5100844;100;80;100;PSAPT;N/A;PC+ABS 105.450 L KOL.831;NLS0020204;;;;RAVAGO;C;;
559;100;N/A;98;100;100;STELLANTIS;100;5100844;100;80;100;PSAPT;N/A;PC+ABS 100.450 KOL.608/A;NLS0020501;;;;RAVAGO;C;;
560;100;N/A;98;100;100;STELLANTIS;100;5100844;100;80;100;PSAPT;N/A;PA 230.120 V30 KOL.NERO;NLS0030903;;;;RAVAGO;C;;
561;100;N/A;98;100;100;STELLANTIS;100;5100844;100;80;100;PSAPT;N/A;PC+ABS 100.450 L GR.620;N330011620;;;;RAVAGO;C;;
562;100;N/A;98;100;100;STELLANTIS;100;5100844;100;80;100;PSAPT;N/A;PA 230.120 V30 KOL.NERO;NLS0030903;;;;RAVAGO;C;;
563;100;N/A;98;100;100;STELLANTIS;100;5100844;100;80;100;PSCPS;N/A;PC+ABS 100.450L KOL.808;NLS0020401;;;;RAVAGO;C;;
564;100;N/A;98;100;100;STELLANTIS;100;5100844;100;80;100;PSAPT;N/A;PP47.60 R NERO/MAFILL CRC 5044BLA;1803364;;;;RAVAGO;C;;
565;100;N/A;98;100;100;STELLANTIS;100;5108922;100;80;100;PSAPT;N/A;"169 KULKA 5/8""(FI 15.875MM)";LC800484;;;;RGPBALLS SRL;B;;
566;100;N/A;100;100;100;STELLANTIS;100;5104188    ROLLFIX JERZY STAJER;100;100;100;PSCPS;N/A;FOLIA NOVACEL;LITK055;;;;ROLFIX;A;;
567;100;N/A;100;100;100;STELLANTIS;100;5104188    ROLLFIX JERZY STAJER;100;100;100;PSCPS;N/A;tasma na lakiernie   96 szt miesiecznie - nie podlega MRP;LITM3640055048;;;;ROLFIX;A;;
568;100;N/A;100;100;100;STELLANTIS;100;5104188    ROLLFIX JERZY STAJER;100;100;100;PSCPS;N/A;tasma na lakiernie 96 szt miesiecznie;LITM3640085025;;;;ROLFIX;A;;
569;100;N/A;100;100;100;STELLANTIS;100;5104188    ROLLFIX JERZY STAJER;100;100;100;PSCPS;N/A;TAPE 19mm;LCTM330000;;;;ROLFIX;A;;
570;100;N/A;100;100;100;STELLANTIS;100;5107206    VIBAC ACQUISIZIONI S.P.A.;100;100;100;PSCPS;N/A;taSma magnet marelli;LITM020;;;;ROLFIX;A;;
571;100;N/A;98;100;100;STELLANTIS;100;5104489;100;80;100;PSAPT;N/A;1V5 DOM;258AI9X011;;;;SAINT GOBAIN;C;;
572;100;N/A;98;100;100;STELLANTIS;100;5104489;100;80;100;PSAPT;N/A;MOLLETTA AGGANCIO CAVO 846 GSX;51804354;;;;SAINT GOBAIN;C;;
573;100;N/A;98;100;100;STELLANTIS;100;5100975;100;80;100;PSCPS;N/A;OGRANICZNIK GUMOWY Kol.808;735416854;;;;SALGOMMA;C;;
574;100;N/A;98;100;100;STELLANTIS;100;5100975;100;80;100;PSAPT;N/A;169 NAKLADKA GUMOWA SELESPEED;76719830;;;;SALGOMMA;C;;
575;100;N/A;98;100;100;STELLANTIS;100;5105916    BOLLHOFF S.R.L.;100;80;100;PSAPT;N/A;312 WSPORNIK CMC;2588460006;;;;SATER S.R.L.;C;;
576;100;N/A;98;100;100;STELLANTIS;100;5103148;100;80;100;PSAPT;N/A;846 PIERSCIEN ZAMYKAJACY POMPE;51807841;;;;SCHURHOLZ GMBH & CO. KG;C;;
577;100;N/A;98;100;100;STELLANTIS;100;5103148;100;80;100;PSAPT;N/A;846 PIERSCIEN METALOWY;55218006;;;;SCHURHOLZ GMBH & CO. KG;C;;
578;100;N/A;98;100;100;STELLANTIS;100;N/D;100;80;100;PSAPT;N/A;199 FRIZIONE PER ROTORE;735386310;;;;SELMAT SRL SAPA GROUP;C;;
579;N/A;N/A;96;N/A;100;STELLANTIS;100;15000058;100;80;N/A;PSAPT;N/A;PP 53.180 SRL  CT 12% NERO IC 620, NERO;1803637;;;;SERI;C;;
580;N/A;N/A;96;N/A;100;STELLANTIS;100;15000058;100;80;N/A;PSAPT;N/A;PP 65.40 L NERO 808;1803394;;;;SERI;C;;
581;N/A;N/A;96;N/A;100;STELLANTIS;100;15000058;100;80;N/A;PSAPT;N/A;PP 45-350 L NERO 808 N.F.55246;1803610;;;;SERI;C;;
582;N/A;N/A;96;N/A;100;STELLANTIS;100;15000058;100;80;N/A;PSAPT;N/A;PP 45-350 L NERO STANDARD NF55246;1803013;;;;SERI;C;;
583;100;100;98;100;100;VW;100;5109895;100;80;100;PSAPT;N/A;INSONORIZZANTE ANT. SX/DX 705x12;884518300;;;;SIKA FRNAKFURT;C;;
584;100;100;98;100;100;VW;100;5109895;100;80;100;PSAPT;N/A;WYGLUSZENIE DRZWI TYLNYCH SX/DX BASIS;884518500;;;;SIKA FRNAKFURT;C;;
585;100;100;98;100;100;VW;100;5109895;100;80;100;PSAPT;N/A;INSONORIZZANTE VO SX/DX S-LINE 1037x44x;884518700;;;;SIKA FRNAKFURT;C;;
586;100;100;98;100;100;VW;100;5109895;100;80;100;PSAPT;N/A;INSONORIZZANTE HI DX/SX S-LINE 840x57;884519400;;;;SIKA FRNAKFURT;C;;
587;100;N/A;98;100;100;STELLANTIS;100;5105988;100;80;100;PSCPS;N/A;312 KLEJ SIKAFORCE 7570 LO3(A);CZPI4656;;;;SIKA HAMBURG;A;;
588;100;N/A;98;100;100;STELLANTIS;100;5105988;100;80;100;PSCPS;N/A;312 KLEJ SIKAFORCE 7570 (B);CZPI4657;;;;SIKA HAMBURG;A;;
589;100;N/A;98;100;100;STELLANTIS;100;5100538;100;80;100;PSAPT;N/A;0;NLE00003;;;;SINTET;C;;
590;100;N/A;98;100;100;STELLANTIS;100;5100538;100;80;100;PSAPT;N/A;MASTER GR.670 PER PA/POM;NLS00092;;;;SINTET;C;;
591;100;N/A;100;100;100;STELLANTIS;100;5105137;100;100;100;PSCPS;N/A;PP 60.35L KOL.808;NLS0060510;;;;SIRMAX POLSKA SP Z O.O.;C;;
592;100;N/A;100;100;100;STELLANTIS;100;5105137;100;100;100;PSCPS;N/A;PP 48.380L KOL.734;NLS0060904;;;;SIRMAX POLSKA SP Z O.O.;C;;
593;100;N/A;100;100;100;STELLANTIS;100;5105137;100;100;100;PSCPS;N/A;PP 48.380L KOL.734;NLS0060904;;;;SIRMAX POLSKA SP Z O.O.;C;;
594;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. NADKOLE PRZEDNIE SX BASIS;896567123;;;;SOLE ODERZO;B;;
595;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. NADKOLE PRZEDNIE DX BASIS;896567223;;;;SOLE ODERZO;B;;
596;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ.WEW.NADKOLA TYLNEGO SX BASIS/SLINE;896567312;;;;SOLE ODERZO;B;;
597;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ.WEW.NADKOLA TYLNEGO DX BASIS/SLINE;896567412;;;;SOLE ODERZO;B;;
598;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ.WEW.NADKOLE DRZWI SX BASIS/S-LINE;896567513;;;;SOLE ODERZO;B;;
599;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ.WEW.NADKOLE DRZWI DX BASIS/S-LINE;896567613;;;;SOLE ODERZO;B;;
600;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. DRZWI PRZEDNICH SX BASIS;896567733;;;;SOLE ODERZO;B;;
601;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. DRZWI PRZEDNICH DX BASIS;896567833;;;;SOLE ODERZO;B;;
602;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. DRZWI TYLNYCH SX BASIS;896567933;;;;SOLE ODERZO;B;;
603;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. DRZWI TYLNYCH DX BASIS;896568033;;;;SOLE ODERZO;B;;
604;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. NADKOLE PRZEDNIE SX S-LINE;896568133;;;;SOLE ODERZO;B;;
605;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. NADKOLE PRZEDNIE DX S-LINE;896568233;;;;SOLE ODERZO;B;;
606;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. DRZWI TYLNYCH SX S-LINE;896568343;;;;SOLE ODERZO;B;;
607;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. DRZWI TYLNYCH DX S-LINE;896568443;;;;SOLE ODERZO;B;;
608;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. DRZWI PRZEDNICH SX S-LINE;896568543;;;;SOLE ODERZO;B;;
609;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. DRZWI PRZEDNICH DX S-LINE;896568643;;;;SOLE ODERZO;B;;
610;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ.WEW.NADKOLA TYLNEGO DX ST.21826;896567433;;;;SOLE ODERZO;B;;
611;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ.WEW.NADKOLA TYLNEGO SX ST.21826;896567333;;;;SOLE ODERZO;B;;
612;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. DRZWI PRZEDNICH SX RS;896568713;;;;SOLE ODERZO;B;;
613;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. DRZWI PRZEDNICH DX RS;896568813;;;;SOLE ODERZO;B;;
614;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. DRZWI TYLNYCH SX RS;896568913;;;;SOLE ODERZO;B;;
615;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. DRZWI TYLNYCH DX RS;896569013;;;;SOLE ODERZO;B;;
616;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. NADKOLE DRZWI SX RS;896569103;;;;SOLE ODERZO;B;;
617;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. NADKOLE DRZWI DX RS;896569203;;;;SOLE ODERZO;B;;
618;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. NADKOLE PRZEDNIE SX RS;896569303;;;;SOLE ODERZO;B;;
619;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. NADKOLE PRZEDNIE DX RS;896569403;;;;SOLE ODERZO;B;;
620;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. NADKOLA TYLNEGO SX RS;896569503;;;;SOLE ODERZO;B;;
621;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 CZ. WEW. NADKOLA TYLNEGO DX RS;896569603;;;;SOLE ODERZO;B;;
622;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK.NAD.TYLNEG.SX BASIS/SLINE PRIMER;898039103;;;;SOLE ODERZO;B;;
623;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX RS C9X;897610112;;;;SOLE ODERZO;B;;
624;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX RS C9X;897610212;;;;SOLE ODERZO;B;;
625;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX RS Z7G;897610312;;;;SOLE ODERZO;B;;
626;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX RS Z7G;897610412;;;;SOLE ODERZO;B;;
627;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX RS S9R;897610512;;;;SOLE ODERZO;B;;
628;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX RS S9R;897610612;;;;SOLE ODERZO;B;;
629;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX RS 041;897610712;;;;SOLE ODERZO;B;;
630;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX RS 041;897610812;;;;SOLE ODERZO;B;;
631;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX RS V5Z;897610912;;;;SOLE ODERZO;B;;
632;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX RS Y2Y;897611112;;;;SOLE ODERZO;B;;
633;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX RS Y2Y;897611212;;;;SOLE ODERZO;B;;
634;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX RS X5H;897611312;;;;SOLE ODERZO;B;;
635;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX RS X5H;897611412;;;;SOLE ODERZO;B;;
636;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX RS Z7S;897611512;;;;SOLE ODERZO;B;;
637;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX RS Z7S;897611612;;;;SOLE ODERZO;B;;
638;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX RS PRIMER;897611713;;;;SOLE ODERZO;B;;
639;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX RS PRIMER;897611813;;;;SOLE ODERZO;B;;
640;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX RS X7L;897611912;;;;SOLE ODERZO;B;;
641;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH DX RS X7L;897612012;;;;SOLE ODERZO;B;;
642;100;N/A;98;100;100;VW;100;5107422;100;80;100;PSAPT;100;Q8 NAK. DRZWI PRZEDNICH SX RS Y3S;897612302;;;;SOLE ODERZO;B;;
